gamme_id,code,designation,piece_id,nb_phases,duree_totale_estimee,version,statut
327,GAM0327,Gamme Palier REF-PAL-0251,251,5,109,2.0,ACTIVE
328,GAM0328,Gamme Manivelle REF-MAN-0219,219,4,74,1.0,ACTIVE
329,GAM0329,Gamme Arbre REF-ARB-0195,195,5,91,2.0,ACTIVE
330,GAM0330,Gamme Pignon REF-PIG-0293,293,5,162,1.0,ACTIVE
331,GAM0331,Gamme Engrenage REF-ENG-0232,232,4,115,1.0,ACTIVE
332,GAM0332,Gamme Coussinet REF-COU-0126,126,5,173,2.0,ACTIVE
333,GAM0333,Gamme Coussinet REF-COU-0021,21,5,123,1.0,ACTIVE
334,GAM0334,Gamme Douille REF-DOU-0226,226,4,106,2.0,ACTIVE
335,GAM0335,Gamme Ressort REF-RES-0147,147,4,100,2.0,ACTIVE
336,GAM0336,Gamme Clavette REF-CLA-0028,28,5,112,1.0,ACTIVE
337,GAM0337,Gamme Engrenage REF-ENG-0232,232,3,66,1.0,ACTIVE
338,GAM0338,Gamme Arbre REF-ARB-0300,300,6,134,1.0,ACTIVE
339,GAM0339,Gamme Douille REF-DOU-0166,166,4,81,1.0,ACTIVE
340,GAM0340,Gamme Ecrou REF-ECR-0104,104,6,167,1.0,ACTIVE
341,GAM0341,Gamme Manivelle REF-MAN-0084,84,5,147,1.0,ACTIVE
342,GAM0342,Gamme Coussinet REF-COU-0231,231,5,138,1.0,ACTIVE
343,GAM0343,Gamme Bague REF-BAG-0197,197,5,118,1.0,ACTIVE
344,GAM0344,Gamme Arbre REF-ARB-0195,195,3,80,1.0,ACTIVE
345,GAM0345,Gamme Flasque REF-FLA-0290,290,6,177,1.0,ACTIVE
346,GAM0346,Gamme Arbre REF-ARB-0075,75,3,57,1.0,ACTIVE
347,GAM0347,Gamme Manivelle REF-MAN-0159,159,5,88,2.0,ACTIVE
348,GAM0348,Gamme Rond REF-RON-0093,93,3,75,1.0,ACTIVE
349,GAM0349,Gamme Bague REF-BAG-0002,2,5,120,2.0,OBSOLETE
350,GAM0350,Gamme Arbre REF-ARB-0255,255,6,191,1.0,ACTIVE
351,GAM0351,Gamme Clavette REF-CLA-0253,253,4,104,2.0,ACTIVE
352,GAM0352,Gamme Bague REF-BAG-0227,227,3,66,1.0,ACTIVE
353,GAM0353,Gamme Palier REF-PAL-0281,281,4,103,1.0,OBSOLETE
354,GAM0354,Gamme Douille REF-DOU-0076,76,3,62,2.0,OBSOLETE
355,GAM0355,Gamme Bague REF-BAG-0017,17,5,117,2.0,ACTIVE
356,GAM0356,Gamme Arbre REF-ARB-0045,45,3,75,2.0,ACTIVE
357,GAM0357,Gamme Pignon REF-PIG-0083,83,5,100,1.0,ACTIVE
358,GAM0358,Gamme Ressort REF-RES-0297,297,4,96,1.0,ACTIVE
359,GAM0359,Gamme Plaque REF-PLA-0154,154,4,105,2.0,ACTIVE
360,GAM0360,Gamme Manivelle REF-MAN-0219,219,6,141,1.0,ACTIVE
361,GAM0361,Gamme Manivelle REF-MAN-0069,69,3,103,2.0,ACTIVE
362,GAM0362,Gamme Bague REF-BAG-0212,212,5,159,1.0,ACTIVE
363,GAM0363,Gamme Palier REF-PAL-0056,56,5,177,1.0,ACTIVE
364,GAM0364,Gamme Clavette REF-CLA-0148,148,4,149,2.0,ACTIVE
365,GAM0365,Gamme Support REF-SUP-0295,295,7,189,2.0,ACTIVE
366,GAM0366,Gamme Plaque REF-PLA-0289,289,4,130,2.0,ACTIVE
367,GAM0367,Gamme Rond REF-RON-0093,93,6,78,1.0,ACTIVE
368,GAM0368,Gamme Support REF-SUP-0100,100,3,68,1.0,ACTIVE
369,GAM0369,Gamme Douille REF-DOU-0061,61,5,86,1.0,ACTIVE
370,GAM0370,Gamme Rond REF-RON-0213,213,4,97,2.0,ACTIVE
371,GAM0371,Gamme Plaque REF-PLA-0109,109,3,61,1.0,ACTIVE
372,GAM0372,Gamme Palier REF-PAL-0131,131,5,80,2.0,ACTIVE
373,GAM0373,Gamme Ressort REF-RES-0282,282,4,108,1.0,ACTIVE
374,GAM0374,Gamme Coussinet REF-COU-0171,171,4,86,1.0,ACTIVE
375,GAM0375,Gamme Support REF-SUP-0100,100,4,106,2.0,ACTIVE
376,GAM0376,Gamme Coussinet REF-COU-0246,246,6,228,1.0,ACTIVE
377,GAM0377,Gamme Engrenage REF-ENG-0247,247,3,81,2.0,ACTIVE
378,GAM0378,Gamme Flasque REF-FLA-0275,275,6,189,2.0,ACTIVE
379,GAM0379,Gamme Bague REF-BAG-0212,212,6,160,1.0,ACTIVE
380,GAM0380,Gamme Plaque REF-PLA-0154,154,5,166,2.0,ACTIVE
381,GAM0381,Gamme Support REF-SUP-0010,10,4,98,2.0,ACTIVE
382,GAM0382,Gamme Bague REF-BAG-0182,182,3,97,1.0,ACTIVE
383,GAM0383,Gamme Douille REF-DOU-0016,16,4,110,2.0,ACTIVE
384,GAM0384,Gamme Support REF-SUP-0085,85,5,121,2.0,ACTIVE
385,GAM0385,Gamme Arbre REF-ARB-0060,60,6,154,2.0,ACTIVE
386,GAM0386,Gamme Ressort REF-RES-0162,162,5,119,2.0,ACTIVE
387,GAM0387,Gamme Arbre REF-ARB-0255,255,6,143,2.0,ACTIVE
388,GAM0388,Gamme Flasque REF-FLA-0155,155,4,81,2.0,ACTIVE
389,GAM0389,Gamme Ressort REF-RES-0192,192,5,98,1.0,ACTIVE
390,GAM0390,Gamme Rond REF-RON-0228,228,5,188,2.0,ACTIVE
391,GAM0391,Gamme Plaque REF-PLA-0079,79,3,56,2.0,ACTIVE
392,GAM0392,Gamme Ecrou REF-ECR-0269,269,4,153,2.0,ACTIVE
393,GAM0393,Gamme Coussinet REF-COU-0051,51,6,171,1.0,ACTIVE
394,GAM0394,Gamme Plaque REF-PLA-0019,19,4,102,1.0,OBSOLETE
395,GAM0395,Gamme Pignon REF-PIG-0023,23,5,120,1.0,ACTIVE
396,GAM0396,Gamme Manivelle REF-MAN-0024,24,3,55,2.0,OBSOLETE
397,GAM0397,Gamme Support REF-SUP-0160,160,5,115,1.0,ACTIVE
398,GAM0398,Gamme Manivelle REF-MAN-0099,99,4,86,2.0,ACTIVE
399,GAM0399,Gamme Douille REF-DOU-0061,61,4,102,1.0,ACTIVE
400,GAM0400,Gamme Pignon REF-PIG-0008,8,7,195,1.0,ACTIVE
401,GAM0401,Gamme Arbre REF-ARB-0180,180,5,132,2.0,ACTIVE
402,GAM0402,Gamme Palier REF-PAL-0146,146,5,137,1.0,ACTIVE
403,GAM0403,Gamme Manivelle REF-MAN-0174,174,5,156,1.0,ACTIVE
404,GAM0404,Gamme Bague REF-BAG-0242,242,6,123,1.0,ACTIVE
405,GAM0405,Gamme Clavette REF-CLA-0028,28,3,61,2.0,ACTIVE
406,GAM0406,Gamme Plaque REF-PLA-0229,229,5,122,2.0,ACTIVE
407,GAM0407,Gamme Ressort REF-RES-0102,102,5,158,1.0,ACTIVE
408,GAM0408,Gamme Ecrou REF-ECR-0239,239,5,134,1.0,ACTIVE
409,GAM0409,Gamme Arbre REF-ARB-0240,240,3,59,2.0,ACTIVE
410,GAM0410,Gamme Ecrou REF-ECR-0239,239,4,118,1.0,ACTIVE
411,GAM0411,Gamme Clavette REF-CLA-0133,133,6,139,2.0,ACTIVE
412,GAM0412,Gamme Flasque REF-FLA-0170,170,5,157,2.0,ACTIVE
413,GAM0413,Gamme Douille REF-DOU-0016,16,3,81,1.0,ACTIVE
414,GAM0414,Gamme Ressort REF-RES-0237,237,6,219,2.0,ACTIVE
415,GAM0415,Gamme Support REF-SUP-0295,295,3,37,1.0,ACTIVE
416,GAM0416,Gamme Support REF-SUP-0055,55,4,108,1.0,ACTIVE
417,GAM0417,Gamme Rond REF-RON-0273,273,4,123,2.0,ACTIVE
418,GAM0418,Gamme Flasque REF-FLA-0125,125,5,98,2.0,ACTIVE
419,GAM0419,Gamme Support REF-SUP-0175,175,4,89,2.0,ACTIVE
420,GAM0420,Gamme Clavette REF-CLA-0223,223,5,113,2.0,ACTIVE
421,GAM0421,Gamme Douille REF-DOU-0121,121,3,54,1.0,ACTIVE
422,GAM0422,Gamme Manivelle REF-MAN-0294,294,6,170,1.0,ACTIVE
423,GAM0423,Gamme Clavette REF-CLA-0238,238,4,128,1.0,ACTIVE
424,GAM0424,Gamme Douille REF-DOU-0091,91,4,76,2.0,ACTIVE
425,GAM0425,Gamme Palier REF-PAL-0056,56,5,92,2.0,ACTIVE
426,GAM0426,Gamme Bague REF-BAG-0032,32,3,65,1.0,ACTIVE
427,GAM0427,Gamme Douille REF-DOU-0001,1,5,114,1.0,ACTIVE
428,GAM0428,Gamme Arbre REF-ARB-0150,150,4,124,2.0,ACTIVE
429,GAM0429,Gamme Clavette REF-CLA-0163,163,4,144,2.0,ACTIVE
430,GAM0430,Gamme Clavette REF-CLA-0223,223,5,114,2.0,ACTIVE
431,GAM0431,Gamme Ecrou REF-ECR-0299,299,3,59,2.0,ACTIVE
432,GAM0432,Gamme Douille REF-DOU-0151,151,3,57,1.0,OBSOLETE
433,GAM0433,Gamme Bague REF-BAG-0287,287,6,126,2.0,ACTIVE
434,GAM0434,Gamme Support REF-SUP-0145,145,6,168,1.0,ACTIVE
435,GAM0435,Gamme Engrenage REF-ENG-0202,202,5,138,2.0,ACTIVE
436,GAM0436,Gamme Clavette REF-CLA-0223,223,5,133,1.0,ACTIVE
437,GAM0437,Gamme Engrenage REF-ENG-0097,97,5,142,2.0,ACTIVE
438,GAM0438,Gamme Plaque REF-PLA-0079,79,4,119,1.0,ACTIVE
439,GAM0439,Gamme Engrenage REF-ENG-0037,37,5,159,1.0,ACTIVE
440,GAM0440,Gamme Support REF-SUP-0250,250,5,140,1.0,ACTIVE
441,GAM0441,Gamme Rond REF-RON-0213,213,6,182,2.0,ACTIVE
442,GAM0442,Gamme Pignon REF-PIG-0233,233,5,154,2.0,ACTIVE
443,GAM0443,Gamme Palier REF-PAL-0116,116,3,98,1.0,ACTIVE
444,GAM0444,Gamme Bague REF-BAG-0122,122,5,112,2.0,ACTIVE
445,GAM0445,Gamme Support REF-SUP-0280,280,5,163,1.0,ACTIVE
446,GAM0446,Gamme Coussinet REF-COU-0291,291,4,108,2.0,ACTIVE
447,GAM0447,Gamme Engrenage REF-ENG-0247,247,7,161,1.0,ACTIVE
448,GAM0448,Gamme Arbre REF-ARB-0270,270,7,213,2.0,ACTIVE
449,GAM0449,Gamme Palier REF-PAL-0041,41,5,180,1.0,ACTIVE
450,GAM0450,Gamme Support REF-SUP-0040,40,5,179,2.0,ACTIVE
451,GAM0451,Gamme Palier REF-PAL-0176,176,5,114,1.0,ACTIVE
452,GAM0452,Gamme Pignon REF-PIG-0263,263,6,190,2.0,ACTIVE
453,GAM0453,Gamme Douille REF-DOU-0151,151,4,135,1.0,ACTIVE
454,GAM0454,Gamme Coussinet REF-COU-0156,156,5,119,2.0,ACTIVE
455,GAM0455,Gamme Rond REF-RON-0243,243,5,140,1.0,ACTIVE
456,GAM0456,Gamme Arbre REF-ARB-0150,150,6,167,1.0,ACTIVE
457,GAM0457,Gamme Clavette REF-CLA-0043,43,3,69,1.0,ACTIVE
458,GAM0458,Gamme Pignon REF-PIG-0143,143,4,114,2.0,ACTIVE
459,GAM0459,Gamme Ressort REF-RES-0132,132,3,108,1.0,ACTIVE
460,GAM0460,Gamme Rond REF-RON-0078,78,5,173,2.0,ACTIVE
461,GAM0461,Gamme Ecrou REF-ECR-0134,134,5,108,1.0,ACTIVE
462,GAM0462,Gamme Douille REF-DOU-0271,271,6,160,2.0,ACTIVE
463,GAM0463,Gamme Arbre REF-ARB-0075,75,5,126,1.0,ACTIVE
464,GAM0464,Gamme Bague REF-BAG-0212,212,5,146,1.0,ACTIVE
465,GAM0465,Gamme Palier REF-PAL-0086,86,4,91,2.0,ACTIVE
466,GAM0466,Gamme Douille REF-DOU-0136,136,5,189,1.0,ACTIVE
467,GAM0467,Gamme Clavette REF-CLA-0238,238,4,89,2.0,ACTIVE
468,GAM0468,Gamme Rond REF-RON-0273,273,4,100,2.0,ACTIVE
469,GAM0469,Gamme Arbre REF-ARB-0075,75,5,147,2.0,OBSOLETE
470,GAM0470,Gamme Flasque REF-FLA-0230,230,4,121,2.0,ACTIVE
471,GAM0471,Gamme Engrenage REF-ENG-0022,22,3,56,2.0,ACTIVE
472,GAM0472,Gamme Ressort REF-RES-0222,222,5,187,2.0,ACTIVE
473,GAM0473,Gamme Bague REF-BAG-0137,137,6,186,2.0,ACTIVE
474,GAM0474,Gamme Coussinet REF-COU-0201,201,4,122,1.0,ACTIVE
475,GAM0475,Gamme Support REF-SUP-0100,100,5,178,1.0,ACTIVE
476,GAM0476,Gamme Coussinet REF-COU-0006,6,5,74,1.0,OBSOLETE
477,GAM0477,Gamme Coussinet REF-COU-0051,51,5,102,2.0,ACTIVE
478,GAM0478,Gamme Palier REF-PAL-0146,146,4,161,1.0,OBSOLETE
479,GAM0479,Gamme Rond REF-RON-0048,48,3,69,1.0,ACTIVE
480,GAM0480,Gamme Rond REF-RON-0063,63,5,122,1.0,ACTIVE
481,GAM0481,Gamme Engrenage REF-ENG-0067,67,4,53,1.0,ACTIVE
482,GAM0482,Gamme Flasque REF-FLA-0095,95,4,68,2.0,ACTIVE
483,GAM0483,Gamme Manivelle REF-MAN-0039,39,5,175,2.0,ACTIVE
484,GAM0484,Gamme Douille REF-DOU-0166,166,4,93,1.0,ACTIVE
485,GAM0485,Gamme Bague REF-BAG-0032,32,4,142,2.0,ACTIVE
486,GAM0486,Gamme Clavette REF-CLA-0133,133,7,265,2.0,ACTIVE
487,GAM0487,Gamme Coussinet REF-COU-0036,36,4,102,1.0,ACTIVE
488,GAM0488,Gamme Bague REF-BAG-0092,92,5,117,1.0,ACTIVE
489,GAM0489,Gamme Palier REF-PAL-0221,221,4,89,1.0,ACTIVE
490,GAM0490,Gamme Clavette REF-CLA-0133,133,3,61,1.0,ACTIVE
491,GAM0491,Gamme Manivelle REF-MAN-0129,129,5,131,1.0,ACTIVE
492,GAM0492,Gamme Bague REF-BAG-0077,77,5,121,1.0,ACTIVE
493,GAM0493,Gamme Flasque REF-FLA-0200,200,4,86,2.0,ACTIVE
494,GAM0494,Gamme Support REF-SUP-0295,295,3,57,2.0,ACTIVE
495,GAM0495,Gamme Ressort REF-RES-0207,207,6,208,1.0,ACTIVE
496,GAM0496,Gamme Bague REF-BAG-0002,2,4,101,2.0,ACTIVE
497,GAM0497,Gamme Flasque REF-FLA-0275,275,6,199,2.0,ACTIVE
498,GAM0498,Gamme Coussinet REF-COU-0156,156,4,75,1.0,ACTIVE
499,GAM0499,Gamme Support REF-SUP-0175,175,3,58,2.0,ACTIVE
500,GAM0500,Gamme Ecrou REF-ECR-0149,149,5,167,1.0,ACTIVE
