controle_id,execution_id,piece_id,cause_rebut_id,date_controle,resultat,nb_controles,nb_conformes,nb_non_conformes,dimension_mesuree,dimension_cible,tolerance_plus,tolerance_moins,rugosite_mesuree,commentaire
1425,1425,1,,2025-10-30T19:08:00,CONFORME,1,1,0,38.143,38.147,0.05,-0.05,2.314,
1426,1426,1,8,2026-05-14T07:58:00,NON_CONFORME,7,3,4,47.684,47.69,0.01,-0.01,5.206,
1427,1427,1,8,2026-05-17T11:05:00,NON_CONFORME,5,1,4,82.251,82.253,0.05,-0.05,6.074,
1428,1428,1,2,2026-05-17T11:35:00,NON_CONFORME,10,8,2,96.346,96.343,0.01,-0.01,5.156,
1429,1429,1,3,2026-05-14T11:25:00,NON_CONFORME,8,7,1,54.796,54.788,0.01,-0.01,4.934,
1430,1430,1,11,2026-05-15T13:46:00,NON_CONFORME,2,1,1,56.842,56.86,0.05,-0.05,5.501,
1431,1431,1,7,2026-05-15T11:19:00,NON_CONFORME,8,4,4,99.308,99.299,0.1,-0.1,4.53,
1432,1432,1,,2026-04-02T07:56:00,CONFORME,9,9,0,23.69,23.683,0.01,-0.01,5.848,
1433,1433,1,,2026-04-02T07:30:00,CONFORME,3,3,0,70.262,70.259,0.01,-0.01,1.621,
1434,1434,1,,2026-04-05T16:29:00,CONFORME,10,10,0,86.342,86.34,0.05,-0.05,1.652,
1435,1435,1,,2026-04-04T11:26:00,CONFORME,10,10,0,15.64,15.655,0.02,-0.02,4.182,
1436,1436,1,,2026-04-06T11:00:00,CONFORME,8,8,0,46.043,46.043,0.05,-0.05,3.488,
1437,1437,1,,2025-08-19T09:40:00,CONFORME,2,2,0,98.496,98.501,0.01,-0.01,2.039,
1438,1438,1,6,2025-08-15T08:39:00,NON_CONFORME,7,3,4,79.235,79.27,0.05,-0.05,6.074,
1439,1439,1,3,2025-08-17T12:33:00,NON_CONFORME,9,8,1,95.259,95.242,0.05,-0.05,4.556,
1440,1440,1,10,2025-08-16T11:43:00,NON_CONFORME,1,0,5,61.825,61.831,0.01,-0.01,5.719,
1441,1441,1,2,2025-08-15T11:25:00,NON_CONFORME,2,0,2,36.111,36.038,0.1,-0.1,4.389,
1442,1442,1,11,2026-04-28T13:11:00,NON_CONFORME,8,4,4,79.823,79.825,0.02,-0.02,0.604,
1443,1443,1,4,2026-04-27T12:53:00,NON_CONFORME,1,0,3,64.081,64.081,0.02,-0.02,2.36,
1444,1444,1,7,2026-04-27T10:30:00,NON_CONFORME,7,5,2,70.216,70.208,0.01,-0.01,2.437,
1445,1445,1,4,2026-04-26T15:43:00,NON_CONFORME,6,5,1,81.165,81.169,0.05,-0.05,6.134,
1446,1446,1,5,2026-04-30T15:54:00,NON_CONFORME,2,0,2,43.674,43.666,0.01,-0.01,6.011,
1447,1447,1,,2026-01-26T18:11:00,CONFORME,5,5,0,41.966,41.963,0.01,-0.01,2.217,
1448,1448,1,7,2026-01-23T12:38:00,NON_CONFORME,2,1,1,54.283,54.292,0.02,-0.02,6.012,
1449,1449,1,12,2026-01-23T08:39:00,NON_CONFORME,5,4,1,59.453,59.459,0.01,-0.01,2.477,
1450,1450,1,11,2026-01-24T14:15:00,NON_CONFORME,9,8,1,48.764,48.697,0.1,-0.1,2.682,
1451,1451,1,8,2025-11-14T18:10:00,NON_CONFORME,1,0,6,44.929,44.93,0.01,-0.01,2.276,
1452,1452,1,1,2025-11-13T08:01:00,NON_CONFORME,2,0,4,84.659,84.648,0.02,-0.02,2.657,
1453,1453,1,9,2025-11-13T12:21:00,NON_CONFORME,2,1,1,43.833,43.84,0.02,-0.02,2.202,
1454,1454,1,10,2025-11-11T14:11:00,NON_CONFORME,4,0,7,74.841,74.853,0.1,-0.1,2.257,
1455,1455,1,,2025-11-14T10:08:00,CONFORME,6,6,0,21.866,21.872,0.01,-0.01,5.728,
1456,1456,1,10,2025-11-02T08:00:00,NON_CONFORME,9,8,1,80.248,80.283,0.05,-0.05,5.92,
1457,1457,1,2,2025-11-02T13:38:00,NON_CONFORME,2,0,13,20.811,20.811,0.01,-0.01,5.911,
1458,1458,1,5,2025-11-02T16:06:00,NON_CONFORME,9,8,1,96.394,96.407,0.02,-0.02,3.717,
1459,1459,1,10,2026-01-13T07:57:00,NON_CONFORME,1,0,3,21.233,21.223,0.02,-0.02,1.71,
1460,1460,1,7,2026-01-12T08:48:00,NON_CONFORME,4,2,2,49.384,49.394,0.02,-0.02,1.008,
1461,1461,1,,2026-01-12T16:56:00,CONFORME,6,6,0,46.572,46.561,0.05,-0.05,2.837,
1462,1462,1,,2026-01-17T10:29:00,CONFORME,8,8,0,89.916,89.912,0.01,-0.01,4.573,
1463,1463,1,5,2026-01-12T15:04:00,NON_CONFORME,9,6,3,10.198,10.202,0.01,-0.01,5.482,
1464,1464,1,12,2026-01-13T10:32:00,NON_CONFORME,2,0,2,18.162,18.136,0.05,-0.05,6.167,
1465,1465,1,1,2026-03-19T10:45:00,NON_CONFORME,3,0,7,65.969,65.959,0.02,-0.02,3.467,
1466,1466,1,10,2026-03-20T12:20:00,NON_CONFORME,1,0,5,55.583,55.551,0.05,-0.05,0.762,
1467,1467,1,11,2026-03-20T07:30:00,NON_CONFORME,1,0,6,73.114,73.116,0.05,-0.05,5.619,
1468,1468,1,2,2026-10-19T08:36:00,NON_CONFORME,5,2,3,53.428,53.452,0.05,-0.05,2.906,
1469,1469,1,8,2026-10-17T09:11:00,NON_CONFORME,7,6,1,18.926,18.928,0.01,-0.01,3.979,
1470,1470,1,3,2026-10-15T18:25:00,NON_CONFORME,4,2,2,99.698,99.69,0.02,-0.02,5.03,
1471,1471,1,9,2026-10-20T09:21:00,NON_CONFORME,3,2,1,18.817,18.824,0.02,-0.02,4.349,
1472,1472,1,10,2026-10-17T07:49:00,NON_CONFORME,2,0,3,81.331,81.333,0.01,-0.01,3.248,
1473,1473,1,6,2025-10-09T09:38:00,NON_CONFORME,2,0,6,70.887,70.939,0.1,-0.1,3.531,
1474,1474,1,1,2025-10-07T06:46:00,NON_CONFORME,8,2,6,78.172,78.172,0.05,-0.05,2.212,
1475,1475,1,10,2025-10-09T17:55:00,NON_CONFORME,4,0,4,53.186,53.186,0.01,-0.01,5.643,
1476,1476,1,7,2026-08-15T08:10:00,NON_CONFORME,7,4,3,76.48,76.474,0.01,-0.01,6.195,
1477,1477,1,9,2026-08-11T12:05:00,NON_CONFORME,7,1,6,67.981,67.962,0.05,-0.05,4.997,
1478,1478,1,7,2026-08-16T12:48:00,NON_CONFORME,1,0,2,33.568,33.555,0.05,-0.05,5.261,
1479,1479,1,7,2026-08-15T15:24:00,NON_CONFORME,6,0,8,84.726,84.802,0.1,-0.1,1.208,
1480,1480,1,,2025-09-25T11:08:00,CONFORME,8,8,0,71.918,71.873,0.1,-0.1,2.781,
1481,1481,1,,2025-09-27T18:01:00,CONFORME,6,6,0,93.077,93.049,0.05,-0.05,2.372,
1482,1482,1,,2025-09-28T17:57:00,CONFORME,6,6,0,39.24,39.234,0.01,-0.01,0.615,
1483,1483,1,,2025-09-25T12:00:00,CONFORME,6,6,0,98.807,98.805,0.02,-0.02,1.256,
1484,1484,1,,2025-09-28T07:48:00,CONFORME,1,1,0,26.412,26.388,0.05,-0.05,2.668,
1485,1485,1,,2025-09-25T12:46:00,CONFORME,2,2,0,21.481,21.507,0.05,-0.05,2.832,
1486,1486,1,,2025-09-28T08:33:00,CONFORME,9,9,0,10.369,10.36,0.02,-0.02,4.032,
1487,1487,1,3,2025-08-15T13:01:00,NON_CONFORME,4,0,4,59.407,59.407,0.01,-0.01,1.044,
1488,1488,1,8,2025-08-15T07:37:00,NON_CONFORME,10,6,4,87.216,87.217,0.02,-0.02,5.47,
1489,1489,1,11,2025-08-15T13:37:00,NON_CONFORME,2,0,2,78.693,78.696,0.01,-0.01,2.11,
1490,1490,1,8,2026-09-28T08:48:00,NON_CONFORME,2,1,1,15.413,15.457,0.1,-0.1,3.428,
1491,1491,1,2,2026-09-29T09:14:00,NON_CONFORME,8,5,3,84.517,84.552,0.05,-0.05,6.142,
1492,1492,1,2,2026-09-25T11:07:00,NON_CONFORME,1,0,2,23.129,23.124,0.02,-0.02,4.472,
1493,1493,1,5,2026-09-30T10:46:00,NON_CONFORME,2,0,3,94.364,94.336,0.05,-0.05,3.194,
1494,1494,1,2,2025-06-19T19:32:00,NON_CONFORME,6,3,3,92.645,92.607,0.05,-0.05,4.642,
1495,1495,1,5,2025-06-22T09:26:00,NON_CONFORME,4,0,4,86.405,86.37,0.1,-0.1,6.266,
1496,1496,1,12,2025-06-23T12:38:00,NON_CONFORME,9,4,5,37.449,37.478,0.05,-0.05,3.53,
1497,1497,1,,2025-06-22T06:53:00,CONFORME,7,7,0,17.248,17.245,0.01,-0.01,3.836,
1498,1498,1,7,2025-06-21T17:36:00,NON_CONFORME,6,1,5,69.747,69.733,0.05,-0.05,4.575,
1499,1499,1,12,2026-10-17T19:04:00,NON_CONFORME,10,8,2,48.744,48.77,0.1,-0.1,3.544,
1500,1500,1,11,2026-10-19T11:40:00,NON_CONFORME,3,0,6,14.233,14.263,0.05,-0.05,0.933,
1501,1501,1,7,2026-10-19T10:22:00,NON_CONFORME,10,5,5,38.092,38.079,0.05,-0.05,2.303,
1502,1502,1,5,2026-10-18T11:47:00,NON_CONFORME,4,0,5,46.982,46.986,0.01,-0.01,3.638,
1503,1503,1,5,2026-05-15T07:28:00,NON_CONFORME,4,2,2,34.203,34.209,0.05,-0.05,6.009,
1504,1504,1,11,2026-05-15T16:40:00,NON_CONFORME,4,0,6,91.004,91.017,0.1,-0.1,2.759,
1505,1505,1,4,2026-05-17T13:29:00,NON_CONFORME,5,0,9,54.592,54.605,0.02,-0.02,2.72,
1506,1506,1,9,2025-03-21T08:33:00,NON_CONFORME,10,4,6,82.419,82.48,0.1,-0.1,1.239,
1507,1507,1,8,2025-03-25T15:30:00,NON_CONFORME,8,5,3,74.933,74.931,0.01,-0.01,1.981,
1508,1508,1,2,2025-03-23T11:53:00,NON_CONFORME,10,6,4,87.672,87.63,0.1,-0.1,2.999,
1509,1509,1,4,2025-03-22T08:13:00,NON_CONFORME,2,0,4,54.171,54.152,0.05,-0.05,1.951,
1510,1510,1,4,2025-03-22T12:35:00,NON_CONFORME,4,1,3,53.122,53.153,0.05,-0.05,0.458,
1511,1511,1,5,2026-09-11T10:26:00,NON_CONFORME,4,0,5,16.137,16.138,0.01,-0.01,0.718,
1512,1512,1,12,2026-09-13T15:00:00,NON_CONFORME,5,3,2,74.542,74.547,0.1,-0.1,0.635,
1513,1513,1,7,2026-09-11T16:41:00,NON_CONFORME,10,7,3,77.534,77.543,0.05,-0.05,3.702,
1514,1514,1,7,2026-09-10T12:32:00,NON_CONFORME,1,0,1,22.191,22.187,0.02,-0.02,2.81,
1515,1515,1,,2026-09-13T09:38:00,CONFORME,1,1,0,41.304,41.328,0.1,-0.1,5.691,
1516,1516,1,,2026-02-06T10:37:00,CONFORME,8,8,0,63.617,63.646,0.05,-0.05,3.679,
1517,1517,1,5,2026-02-06T10:19:00,NON_CONFORME,2,0,4,85.311,85.282,0.05,-0.05,1.002,
1518,1518,1,10,2026-02-05T12:15:00,NON_CONFORME,5,0,5,58.921,58.928,0.01,-0.01,2.732,
1519,1519,1,4,2026-02-06T12:10:00,NON_CONFORME,8,4,4,17.741,17.747,0.01,-0.01,2.522,
1520,1520,1,2,2026-02-07T18:20:00,NON_CONFORME,3,2,1,10.872,10.863,0.02,-0.02,0.745,
1521,1521,1,,2026-07-16T14:38:00,CONFORME,8,8,0,23.865,23.865,0.02,-0.02,3.527,
1522,1522,1,,2026-07-17T12:45:00,CONFORME,3,3,0,44.521,44.555,0.1,-0.1,6.176,
1523,1523,1,,2026-07-16T15:41:00,CONFORME,7,7,0,35.24,35.277,0.05,-0.05,0.657,
1524,1524,1,,2026-07-15T11:28:00,CONFORME,7,7,0,70.776,70.77,0.01,-0.01,1.066,
1525,1525,1,,2026-07-16T07:20:00,CONFORME,7,7,0,42.792,42.774,0.05,-0.05,0.592,
1526,1526,1,9,2026-03-11T09:30:00,NON_CONFORME,8,7,1,55.203,55.209,0.01,-0.01,1.083,
1527,1527,1,3,2026-03-08T15:20:00,NON_CONFORME,3,2,1,79.697,79.767,0.1,-0.1,1.89,
1528,1528,1,,2026-03-10T10:52:00,CONFORME,2,2,0,14.772,14.747,0.05,-0.05,3.262,
1529,1529,1,,2026-03-07T15:39:00,CONFORME,4,4,0,12.722,12.72,0.05,-0.05,0.644,
1530,1530,1,7,2025-10-15T13:55:00,NON_CONFORME,1,0,2,48.212,48.215,0.01,-0.01,4.256,
1531,1531,1,,2025-10-16T13:30:00,CONFORME,3,3,0,33.802,33.823,0.05,-0.05,2.307,
1532,1532,1,7,2025-10-16T19:03:00,NON_CONFORME,4,0,6,53.867,53.87,0.01,-0.01,3.05,
1533,1533,1,3,2025-10-19T07:32:00,NON_CONFORME,3,0,7,75.805,75.8,0.02,-0.02,4.858,
1534,1534,1,4,2025-10-18T13:10:00,NON_CONFORME,8,1,7,11.412,11.449,0.05,-0.05,2.91,
1535,1535,1,4,2026-05-22T08:32:00,NON_CONFORME,5,0,11,92.43,92.437,0.01,-0.01,0.449,
1536,1536,1,5,2026-05-23T12:55:00,NON_CONFORME,7,0,11,84.147,84.126,0.1,-0.1,4.646,
1537,1537,1,,2026-05-21T19:07:00,CONFORME,2,2,0,81.684,81.672,0.02,-0.02,5.359,
1538,1538,1,3,2026-05-21T10:25:00,NON_CONFORME,3,0,4,44.516,44.577,0.1,-0.1,2.163,
1539,1539,1,,2025-03-03T18:33:00,CONFORME,1,1,0,23.73,23.739,0.05,-0.05,2.234,
1540,1540,1,,2025-03-03T09:32:00,CONFORME,9,9,0,13.955,13.954,0.01,-0.01,1.087,
1541,1541,1,,2025-02-27T09:23:00,CONFORME,1,1,0,70.558,70.575,0.05,-0.05,1.606,
1542,1542,1,,2025-02-27T09:07:00,CONFORME,8,8,0,83.811,83.805,0.1,-0.1,1.722,
1543,1543,1,,2026-03-08T12:39:00,CONFORME,4,4,0,65.14,65.159,0.05,-0.05,1.391,
1544,1544,1,5,2026-03-04T17:50:00,NON_CONFORME,8,7,1,16.313,16.311,0.02,-0.02,0.869,
1545,1545,1,,2026-03-05T09:06:00,CONFORME,2,2,0,12.942,12.954,0.02,-0.02,2.461,
1546,1546,1,1,2026-03-05T12:47:00,NON_CONFORME,9,8,1,44.025,44.02,0.02,-0.02,4.15,
1547,1547,1,,2025-07-31T14:48:00,CONFORME,10,10,0,62.155,62.151,0.01,-0.01,6.224,
1548,1548,1,12,2025-07-31T14:14:00,NON_CONFORME,6,0,6,64.629,64.609,0.05,-0.05,5.682,
1549,1549,1,,2025-08-03T08:16:00,CONFORME,4,4,0,72.987,72.936,0.1,-0.1,2.185,
1550,1550,1,7,2025-08-03T11:20:00,NON_CONFORME,9,5,4,94.362,94.358,0.05,-0.05,4.523,
1551,1551,1,7,2026-04-28T18:28:00,NON_CONFORME,10,9,1,24.659,24.654,0.01,-0.01,0.769,
1552,1552,1,4,2026-04-30T09:10:00,NON_CONFORME,8,7,1,42.148,42.144,0.01,-0.01,1.415,
1553,1553,1,10,2026-05-01T08:35:00,NON_CONFORME,3,2,1,90.679,90.68,0.01,-0.01,5.336,
1554,1554,1,1,2026-04-30T14:51:00,NON_CONFORME,8,7,1,95.198,95.204,0.05,-0.05,6.066,
1555,1555,1,12,2026-05-01T10:02:00,NON_CONFORME,3,2,1,59.366,59.364,0.02,-0.02,2.812,
1556,1556,1,10,2026-05-02T14:13:00,NON_CONFORME,4,3,1,45.721,45.76,0.05,-0.05,2.881,
1557,1557,1,10,2025-11-04T06:54:00,NON_CONFORME,2,0,2,61.543,61.545,0.02,-0.02,2.813,
1558,1558,1,,2025-11-05T14:41:00,CONFORME,3,3,0,15.32,15.307,0.1,-0.1,3.156,
1559,1559,1,9,2025-11-04T12:19:00,NON_CONFORME,2,1,1,69.217,69.161,0.1,-0.1,4.746,
1560,1560,1,12,2025-11-09T07:13:00,NON_CONFORME,2,0,4,94.856,94.847,0.02,-0.02,1.732,
1561,1561,1,2,2025-11-04T16:32:00,NON_CONFORME,10,6,4,39.584,39.588,0.02,-0.02,2.288,
1562,1562,1,6,2025-11-07T13:45:00,NON_CONFORME,8,6,2,40.58,40.603,0.05,-0.05,4.424,
1563,1563,1,12,2025-12-09T09:43:00,NON_CONFORME,6,2,4,74.462,74.424,0.05,-0.05,5.351,
1564,1564,1,4,2025-12-08T13:20:00,NON_CONFORME,10,4,6,89.78,89.787,0.01,-0.01,4.84,
1565,1565,1,8,2025-12-10T16:38:00,NON_CONFORME,3,0,3,76.773,76.804,0.05,-0.05,4.909,
1566,1566,1,,2025-12-09T17:42:00,CONFORME,1,1,0,97.228,97.268,0.05,-0.05,2.748,
1567,1567,1,9,2025-12-09T11:51:00,NON_CONFORME,1,0,3,65.195,65.212,0.05,-0.05,2.656,
1568,1568,1,2,2025-12-10T10:52:00,NON_CONFORME,1,0,1,67.104,67.144,0.1,-0.1,2.816,
1569,1569,1,2,2026-03-24T07:55:00,NON_CONFORME,5,1,4,40.308,40.304,0.02,-0.02,5.262,
1570,1570,1,8,2026-03-21T07:44:00,NON_CONFORME,7,2,5,76.058,76.037,0.05,-0.05,0.553,
1571,1571,1,9,2026-03-25T12:25:00,NON_CONFORME,1,0,4,73.104,73.108,0.01,-0.01,4.452,
1572,1572,1,10,2026-03-21T06:51:00,NON_CONFORME,4,0,4,21.849,21.85,0.01,-0.01,0.641,
1573,1573,1,8,2026-03-22T15:25:00,NON_CONFORME,9,8,1,34.996,34.97,0.05,-0.05,3.058,
1574,1574,1,3,2026-03-21T14:35:00,NON_CONFORME,9,4,5,24.188,24.216,0.05,-0.05,5.837,
1575,1575,1,6,2026-08-15T12:20:00,NON_CONFORME,10,1,9,10.106,10.113,0.01,-0.01,5.085,
1576,1576,1,4,2026-08-17T14:02:00,NON_CONFORME,10,6,4,61.981,61.978,0.01,-0.01,6.205,
1577,1577,1,8,2026-08-15T12:50:00,NON_CONFORME,10,7,3,39.366,39.381,0.02,-0.02,0.416,
1578,1578,1,7,2026-01-02T13:18:00,NON_CONFORME,7,6,1,29.718,29.716,0.02,-0.02,5.272,
1579,1579,1,12,2026-01-04T10:35:00,NON_CONFORME,2,0,2,97.939,97.94,0.05,-0.05,3.521,
1580,1580,1,12,2026-01-03T16:52:00,NON_CONFORME,10,8,2,73.287,73.274,0.02,-0.02,4.714,
1581,1581,1,3,2025-12-11T12:24:00,NON_CONFORME,3,0,11,52.562,52.555,0.02,-0.02,3.575,
1582,1582,1,5,2025-12-16T08:23:00,NON_CONFORME,8,5,3,89.579,89.585,0.05,-0.05,1.706,
1583,1583,1,9,2025-12-13T15:50:00,NON_CONFORME,10,9,1,68.421,68.418,0.01,-0.01,6.047,
1584,1584,1,2,2025-12-14T19:15:00,NON_CONFORME,9,3,6,14.294,14.291,0.05,-0.05,5.791,
1585,1585,1,9,2025-06-05T12:52:00,NON_CONFORME,9,8,1,74.131,74.13,0.02,-0.02,6.026,
1586,1586,1,8,2025-06-05T10:12:00,NON_CONFORME,5,4,1,66.868,66.864,0.02,-0.02,2.55,
1587,1587,1,1,2025-06-01T17:58:00,NON_CONFORME,1,0,1,66.911,66.908,0.02,-0.02,5.946,
1588,1588,1,6,2025-05-31T17:38:00,NON_CONFORME,9,7,2,69.627,69.617,0.05,-0.05,4.995,
1589,1589,1,1,2025-06-04T08:40:00,NON_CONFORME,1,0,1,11.273,11.271,0.02,-0.02,2.052,
1590,1590,1,10,2025-05-31T15:10:00,NON_CONFORME,9,8,1,88.322,88.326,0.05,-0.05,3.302,
1591,1591,1,11,2025-05-28T15:14:00,NON_CONFORME,5,1,4,12.183,12.16,0.1,-0.1,5.806,
1592,1592,1,3,2025-05-29T08:58:00,NON_CONFORME,6,0,7,81.886,81.948,0.1,-0.1,0.79,
1593,1593,1,1,2025-05-28T09:05:00,NON_CONFORME,3,0,6,59.516,59.477,0.1,-0.1,1.171,
1594,1594,1,12,2025-05-29T18:19:00,NON_CONFORME,10,8,2,98.847,98.821,0.05,-0.05,5.514,
1595,1595,1,8,2025-08-27T17:04:00,NON_CONFORME,10,9,1,90.179,90.165,0.05,-0.05,0.599,
1596,1596,1,,2025-08-24T10:42:00,CONFORME,7,7,0,41.874,41.872,0.01,-0.01,1.767,
1597,1597,1,,2025-08-26T17:44:00,CONFORME,3,3,0,16.156,16.122,0.1,-0.1,4.93,
1598,1598,1,,2025-08-25T15:54:00,CONFORME,5,5,0,16.659,16.625,0.1,-0.1,1.059,
1599,1599,1,1,2026-09-21T16:45:00,NON_CONFORME,10,9,1,62.159,62.161,0.01,-0.01,6.09,
1600,1600,1,10,2026-09-22T13:49:00,NON_CONFORME,6,4,2,60.353,60.324,0.05,-0.05,3.205,
1601,1601,1,1,2026-09-20T16:58:00,NON_CONFORME,9,6,3,94.966,94.89,0.1,-0.1,1.247,
1602,1602,1,5,2026-09-18T07:40:00,NON_CONFORME,3,0,4,69.952,69.951,0.01,-0.01,4.914,
1603,1603,1,4,2026-06-26T07:31:00,NON_CONFORME,2,0,2,38.648,38.697,0.1,-0.1,2.159,
1604,1604,1,7,2026-06-24T11:44:00,NON_CONFORME,10,8,2,45.412,45.428,0.02,-0.02,2.861,
1605,1605,1,,2026-06-24T17:09:00,CONFORME,10,10,0,51.359,51.401,0.1,-0.1,1.256,
1606,1606,1,6,2026-06-23T09:47:00,NON_CONFORME,4,2,2,11.083,11.115,0.1,-0.1,3.314,
1607,1607,1,6,2026-06-22T08:05:00,NON_CONFORME,8,5,3,78.787,78.765,0.1,-0.1,1.065,
1608,1608,1,5,2026-04-23T18:25:00,NON_CONFORME,9,8,1,18.555,18.622,0.1,-0.1,4.894,
1609,1609,1,3,2026-04-19T09:27:00,NON_CONFORME,6,5,1,60.564,60.573,0.02,-0.02,4.729,
1610,1610,1,,2026-04-19T13:50:00,CONFORME,1,1,0,23.169,23.169,0.02,-0.02,2.882,
1611,1611,1,3,2026-04-22T17:48:00,NON_CONFORME,4,3,1,26.282,26.285,0.02,-0.02,0.653,
1612,1612,1,,2026-04-21T11:26:00,CONFORME,5,5,0,77.205,77.2,0.01,-0.01,3.401,
1613,1613,1,,2026-04-23T09:19:00,CONFORME,2,2,0,14.832,14.862,0.1,-0.1,2.418,
1614,1614,1,4,2025-01-08T09:40:00,NON_CONFORME,7,2,5,78.505,78.456,0.1,-0.1,5.031,
1615,1615,1,,2025-01-08T12:24:00,CONFORME,2,2,0,71.308,71.319,0.02,-0.02,5.52,
1616,1616,1,3,2025-01-08T14:49:00,NON_CONFORME,5,0,6,15.338,15.33,0.05,-0.05,6.022,
1617,1617,1,8,2025-01-09T10:09:00,NON_CONFORME,3,2,1,10.94,10.869,0.1,-0.1,4.646,
1618,1618,1,10,2025-01-07T11:41:00,NON_CONFORME,10,5,5,10.684,10.67,0.02,-0.02,4.045,
1619,1619,1,,2025-06-04T15:24:00,CONFORME,4,4,0,43.461,43.499,0.1,-0.1,0.998,
1620,1620,1,4,2025-06-05T10:16:00,NON_CONFORME,2,0,4,68.749,68.685,0.1,-0.1,4.301,
1621,1621,1,6,2025-06-05T17:43:00,NON_CONFORME,6,3,3,54.779,54.785,0.01,-0.01,6.205,
1622,1622,1,11,2025-06-02T17:18:00,NON_CONFORME,9,7,2,42.764,42.771,0.01,-0.01,3.468,
1623,1623,1,,2026-03-08T11:36:00,CONFORME,7,7,0,74.431,74.417,0.02,-0.02,3.445,
1624,1624,1,,2026-03-08T16:19:00,CONFORME,9,9,0,74.652,74.648,0.02,-0.02,0.988,
1625,1625,1,,2026-03-12T08:51:00,CONFORME,5,5,0,23.093,23.09,0.02,-0.02,3.011,
1626,1626,1,,2026-03-08T14:24:00,CONFORME,9,9,0,90.36,90.382,0.05,-0.05,3.981,
1627,1627,1,,2026-03-10T17:15:00,CONFORME,5,5,0,67.643,67.568,0.1,-0.1,0.778,
1628,1628,1,5,2026-05-31T18:15:00,NON_CONFORME,7,2,5,58.291,58.276,0.02,-0.02,3.369,
1629,1629,1,5,2026-06-03T14:16:00,NON_CONFORME,2,0,4,49.524,49.599,0.1,-0.1,2.852,
1630,1630,1,11,2026-06-02T09:37:00,NON_CONFORME,7,6,1,76.524,76.52,0.01,-0.01,1.729,
1631,1631,1,,2026-03-17T06:11:00,CONFORME,6,6,0,39.617,39.626,0.05,-0.05,2.185,
1632,1632,1,,2026-03-17T09:10:00,CONFORME,2,2,0,44.259,44.257,0.02,-0.02,2.345,
1633,1633,1,,2026-03-19T13:51:00,CONFORME,5,5,0,69.19,69.228,0.05,-0.05,4.641,
1634,1634,1,,2026-03-18T17:19:00,CONFORME,5,5,0,51.612,51.583,0.05,-0.05,0.423,
1635,1635,1,,2026-03-18T13:47:00,CONFORME,9,9,0,33.992,33.996,0.1,-0.1,3.903,
1636,1636,1,8,2026-04-07T15:01:00,NON_CONFORME,6,0,6,55.108,55.11,0.01,-0.01,6.081,
1637,1637,1,8,2026-04-07T08:46:00,NON_CONFORME,2,0,5,40.75,40.758,0.01,-0.01,1.911,
1638,1638,1,5,2026-04-08T09:46:00,NON_CONFORME,2,0,2,20.734,20.727,0.01,-0.01,6.113,
1639,1639,1,1,2026-04-04T14:23:00,NON_CONFORME,7,1,6,52.769,52.739,0.1,-0.1,3.385,
1640,1640,1,12,2026-04-04T15:56:00,NON_CONFORME,10,3,7,25.259,25.231,0.1,-0.1,5.469,
1641,1641,1,,2026-01-01T13:10:00,CONFORME,6,6,0,32.941,32.885,0.1,-0.1,4.117,
1642,1642,1,,2026-01-02T16:22:00,CONFORME,9,9,0,31.501,31.537,0.1,-0.1,3.143,
1643,1643,1,1,2025-12-29T12:01:00,NON_CONFORME,10,9,1,41.816,41.828,0.02,-0.02,1.88,
1644,1644,1,,2026-01-02T09:26:00,CONFORME,5,5,0,42.553,42.545,0.01,-0.01,4.225,
1645,1645,1,,2025-12-28T16:12:00,CONFORME,4,4,0,65.442,65.425,0.1,-0.1,3.611,
1646,1646,1,1,2026-10-07T13:14:00,NON_CONFORME,10,8,2,78.432,78.439,0.01,-0.01,2.578,
1647,1647,1,5,2026-10-11T11:02:00,NON_CONFORME,1,0,2,44.041,44.04,0.01,-0.01,0.551,
1648,1648,1,9,2026-10-11T15:48:00,NON_CONFORME,1,0,6,49.202,49.21,0.05,-0.05,3.84,
1649,1649,1,8,2026-10-06T17:21:00,NON_CONFORME,2,0,5,21.062,21.054,0.01,-0.01,4.702,
1650,1650,1,6,2026-10-09T14:36:00,NON_CONFORME,4,1,3,83.934,83.923,0.05,-0.05,3.7,
1651,1651,1,12,2026-10-09T08:01:00,NON_CONFORME,5,0,5,32.656,32.662,0.01,-0.01,1.034,
1652,1652,1,4,2026-06-16T15:34:00,NON_CONFORME,1,0,1,74.772,74.797,0.05,-0.05,2.948,
1653,1653,1,2,2026-06-14T17:28:00,NON_CONFORME,3,2,1,45.018,45.019,0.1,-0.1,2.526,
1654,1654,1,11,2026-06-12T13:27:00,NON_CONFORME,1,0,1,80.485,80.486,0.02,-0.02,0.773,
1655,1655,1,,2026-06-15T08:46:00,CONFORME,2,2,0,64.306,64.306,0.01,-0.01,1.958,
1656,1656,1,11,2026-06-13T09:44:00,NON_CONFORME,5,2,3,75.435,75.391,0.1,-0.1,4.873,
1657,1657,1,7,2025-09-06T15:40:00,NON_CONFORME,6,5,1,10.684,10.608,0.1,-0.1,2.553,
1658,1658,1,,2025-09-04T16:22:00,CONFORME,2,2,0,99.393,99.431,0.1,-0.1,4.516,
1659,1659,1,,2025-09-07T17:38:00,CONFORME,2,2,0,48.817,48.804,0.02,-0.02,3.306,
1660,1660,1,,2026-07-17T09:03:00,CONFORME,1,1,0,81.552,81.58,0.05,-0.05,0.706,
