piece_id,reference,designation,famille,matiere_id,poids,dimensions,tolerances,prix_revient
263,REF-PIG-0263,Pignon 7075 0263,Pignon,20,4.8201,155x16x94,+/-0.05,108.94
264,REF-MAN-0264,Manivelle 7075 0264,Manivelle,20,4.1007,210x85x92,+/-0.01,137.15
265,REF-SUP-0265,Support E-Cu57 0265,Support,26,7.6396,263x108x24,+/-0.02,229.12
266,REF-PAL-0266,Palier 7075 0266,Palier,20,0.6145,16x102x50,+/-0.02,15.98
267,REF-RES-0267,Ressort PA66 0267,Ressort,27,4.5686,197x149x97,+/-0.02,70.47
268,REF-CLA-0268,Clavette POM-C 0268,Clavette,31,7.8996,47x14x85,+/-0.01,60.06
269,REF-ECR-0269,Ecrou 100Cr6 0269,Ecrou,7,0.3666,40x111x74,+/-0.05,5.97
270,REF-ARB-0270,Arbre 5083 0270,Arbre,17,6.1485,226x112x20,+/-0.02,88.36
271,REF-DOU-0271,Douille E360 0271,Douille,10,0.6782,114x49x78,+/-0.05,4.72
272,REF-BAG-0272,Bague 2017 0272,Bague,21,6.1176,43x89x99,+/-0.1,111.12
273,REF-RON-0273,Rond POM 0273,Rond,28,1.9472,135x32x65,+/-0.01,19.81
274,REF-PLA-0274,Plaque 7075 0274,Plaque,20,0.4875,99x40x11,+/-0.02,15.55
275,REF-FLA-0275,Flasque 34CrNiMo6 0275,Flasque,6,3.9965,187x143x76,+/-0.05,52.47
276,REF-COU-0276,Coussinet 16MnCr5 0276,Coussinet,5,6.0107,147x40x13,+/-0.05,78.75
277,REF-ENG-0277,Engrenage S355J2 0277,Engrenage,9,4.2146,144x29x73,+/-0.1,33.43
278,REF-PIG-0278,Pignon C45E 0278,Pignon,2,4.0219,300x52x57,+/-0.02,35.34
279,REF-MAN-0279,Manivelle 42CrMo4 0279,Manivelle,4,7.1594,69x68x75,+/-0.01,71.01
280,REF-SUP-0280,Support POM 0280,Support,28,0.1477,33x130x56,+/-0.1,1.99
281,REF-PAL-0281,Palier 34CrNiMo6 0281,Palier,6,7.4527,28x117x38,+/-0.05,104.66
282,REF-RES-0282,Ressort PEEK 0282,Ressort,30,5.7763,148x29x83,+/-0.05,1374.02
283,REF-CLA-0283,Clavette 5754 0283,Clavette,22,7.2204,101x67x76,+/-0.01,141.09
284,REF-ECR-0284,Ecrou 20MnCr5 0284,Ecrou,3,7.0221,154x89x51,+/-0.01,87.25
285,REF-ARB-0285,Arbre C45 0285,Arbre,1,2.9829,159x87x89,+/-0.02,27.29
286,REF-DOU-0286,Douille 6082 0286,Douille,19,7.7763,110x149x41,+/-0.02,76.3
287,REF-BAG-0287,Bague 410 0287,Bague,14,0.2401,287x98x91,+/-0.01,7.03
288,REF-RON-0288,Rond C45 0288,Rond,1,6.0835,202x88x23,+/-0.02,58.17
289,REF-PLA-0289,Plaque X40CrMoV5 0289,Plaque,8,3.3875,40x46x45,+/-0.01,45.97
290,REF-FLA-0290,Flasque X40CrMoV5 0290,Flasque,8,7.1834,276x115x99,+/-0.05,136.2
291,REF-COU-0291,Coussinet CuSn8 0291,Coussinet,24,0.725,58x139x27,+/-0.1,18.51
292,REF-ENG-0292,Engrenage 6082 0292,Engrenage,19,0.5451,76x70x47,+/-0.05,9.84
293,REF-PIG-0293,Pignon PEEK 0293,Pignon,30,6.4165,177x91x67,+/-0.05,1682.04
294,REF-MAN-0294,Manivelle POM-C 0294,Manivelle,31,1.6616,65x49x23,+/-0.02,18.06
295,REF-SUP-0295,Support 304L 0295,Support,11,3.2818,284x101x36,+/-0.1,91.24
296,REF-PAL-0296,Palier S355J2 0296,Palier,9,6.8272,56x50x97,+/-0.05,65.46
297,REF-RES-0297,Ressort CuZn39Pb3 0297,Ressort,23,4.8463,120x93x28,+/-0.01,145.12
298,REF-CLA-0298,Clavette POM-C 0298,Clavette,31,2.8782,272x22x96,+/-0.05,27.2
299,REF-ECR-0299,Ecrou 34CrNiMo6 0299,Ecrou,6,0.2971,217x125x81,+/-0.02,3.66
300,REF-ARB-0300,Arbre 42CrMo4 0300,Arbre,4,6.441,81x41x11,+/-0.01,112.0
