execution_outil_id,execution_id,outil_id,usure_debut,usure_fin,duree_utilisation
7798,7798,26,260,260,9
7799,7799,7,96,99,27
7800,7800,117,101,103,20
7801,7801,61,61,62,9
7802,7802,121,108,109,10
7803,7803,132,246,247,10
7804,7804,126,160,163,32
7805,7805,70,145,147,16
7806,7806,113,119,119,5
7807,7807,122,220,224,31
7808,7808,51,666,667,14
7809,7809,49,793,794,8
7810,7810,117,103,103,16
7811,7811,91,111,112,37
7812,7812,77,189,192,40
7813,7813,71,88,89,16
7814,7814,95,152,153,17
7815,7815,103,475,481,64
7816,7816,52,802,804,18
7817,7817,101,1767,1767,17
7818,7818,133,124,126,19
7819,7819,125,181,185,56
7820,7820,79,27,30,55
7821,7821,124,126,127,28
7822,7822,149,96,96,13
7823,7823,59,109,109,7
7824,7824,130,176,176,26
7825,7825,99,146,148,47
7826,7826,64,177,177,16
7827,7827,48,1220,1222,19
7828,7828,73,145,145,7
7829,7829,49,794,799,60
7830,7830,145,206,209,23
7831,7831,38,106,109,23
7832,7832,20,226,228,19
7833,7833,81,141,144,40
7834,7834,13,215,217,30
7835,7835,23,212,217,45
7836,7836,32,147,148,17
7837,7837,48,1222,1222,2
7838,7838,133,126,127,30
7839,7839,98,160,162,24
7840,7840,3,128,129,11
7841,7841,124,127,127,7
7842,7842,82,148,150,58
7843,7843,59,109,110,21
7844,7844,23,217,218,15
7845,7845,131,107,108,15
7846,7846,78,160,162,40
7847,7847,60,84,87,34
7848,7848,121,109,118,63
7849,7849,83,236,236,19
7850,7850,18,128,128,5
7851,7851,24,224,226,25
7852,7852,120,116,119,24
7853,7853,64,177,177,9
7854,7854,113,119,119,4
7855,7855,140,55,56,16
7856,7856,116,164,165,18
7857,7857,81,144,150,51
7858,7858,9,89,89,7
7859,7859,89,87,88,13
7860,7860,43,209,211,21
7861,7861,95,153,157,44
7862,7862,140,56,56,14
7863,7863,130,176,176,11
7864,7864,16,55,56,31
7865,7865,86,99,102,42
7866,7866,133,127,128,22
7867,7867,141,56,60,51
7868,7868,97,235,236,35
7869,7869,24,226,226,9
7870,7870,145,209,209,5
7871,7871,16,56,58,21
7872,7872,108,2290,2293,26
7873,7873,94,215,215,10
7874,7874,96,140,141,18
7875,7875,31,140,140,15
7876,7876,107,1223,1228,42
7877,7877,40,134,136,50
7878,7878,78,162,165,31
7879,7879,113,119,119,19
7880,7880,99,148,148,18
7881,7881,83,236,241,41
7882,7882,71,89,89,17
7883,7883,49,799,799,6
7884,7884,142,45,46,25
7885,7885,94,215,218,23
7886,7886,109,1147,1151,59
7887,7887,29,109,109,8
7888,7888,136,230,233,38
7889,7889,91,112,112,13
7890,7890,116,165,165,10
7891,7891,149,96,97,26
7892,7892,117,103,104,21
7893,7893,147,172,172,3
7894,7894,97,236,238,57
7895,7895,13,217,220,35
7896,7896,81,150,155,42
7897,7897,147,172,174,29
7898,7898,130,176,178,15
7899,7899,91,112,112,9
7900,7900,19,105,106,23
7901,7901,60,87,88,12
7902,7902,105,510,510,2
7903,7903,86,102,102,13
7904,7904,126,163,164,22
7905,7905,7,99,105,55
7906,7906,115,84,87,35
7907,7907,31,140,141,16
7908,7908,104,509,511,26
7909,7909,28,80,80,1
7910,7910,136,233,235,58
7911,7911,34,87,89,19
7912,7912,139,61,61,10
7913,7913,148,165,169,51
7914,7914,135,189,194,50
7915,7915,14,155,159,38
7916,7916,102,1119,1121,28
7917,7917,93,93,93,5
7918,7918,66,182,183,29
7919,7919,38,109,111,15
7920,7920,115,87,88,18
7921,7921,39,104,106,16
7922,7922,102,1121,1124,35
7923,7923,23,218,223,45
7924,7924,114,214,214,3
7925,7925,54,288,288,20
7926,7926,24,226,229,56
7927,7927,78,165,170,46
7928,7928,2,89,90,15
7929,7929,108,2293,2293,7
7930,7930,82,150,151,15
7931,7931,126,164,164,24
7932,7932,56,76,77,16
7933,7933,43,211,214,44
7934,7934,69,65,65,10
7935,7935,11,161,162,13
7936,7936,109,1151,1151,10
7937,7937,71,89,89,19
7938,7938,50,219,219,6
7939,7939,122,224,227,30
7940,7940,124,127,128,18
7941,7941,81,155,156,23
7942,7942,31,141,141,5
7943,7943,137,140,141,18
7944,7944,99,148,152,29
7945,7945,58,124,130,59
7946,7946,6,106,108,49
7947,7947,24,229,229,6
7948,7948,109,1151,1151,1
7949,7949,111,157,158,13
7950,7950,63,164,165,16
7951,7951,65,141,142,8
7952,7952,4,71,73,44
7953,7953,144,179,180,32
7954,7954,114,214,214,16
7955,7955,9,89,90,10
7956,7956,89,88,89,27
7957,7957,41,92,95,51
7958,7958,126,164,167,54
7959,7959,87,75,76,18
7960,7960,144,180,180,5
7961,7961,148,169,169,14
7962,7962,101,1767,1769,17
7963,7963,103,481,483,24
7964,7964,85,104,107,30
7965,7965,92,176,177,17
7966,7966,66,183,183,8
7967,7967,116,165,167,47
7968,7968,11,162,162,17
7969,7969,77,192,199,52
7970,7970,59,110,111,31
7971,7971,47,299,303,33
7972,7972,101,1769,1769,10
7973,7973,16,58,59,15
7974,7974,99,152,154,21
7975,7975,137,141,144,38
7976,7976,87,76,76,28
7977,7977,110,163,165,20
7978,7978,74,199,202,26
7979,7979,120,119,119,5
7980,7980,131,108,109,15
7981,7981,98,162,163,21
7982,7982,93,93,94,24
7983,7983,74,202,205,39
7984,7984,54,288,290,18
7985,7985,113,119,119,6
7986,7986,111,158,158,17
7987,7987,63,165,165,5
7988,7988,116,167,167,11
7989,7989,119,139,142,27
7990,7990,148,169,170,21
7991,7991,135,194,194,3
7992,7992,104,511,512,46
7993,7993,82,151,151,19
7994,7994,129,171,174,35
7995,7995,98,163,165,15
7996,7996,12,78,79,13
7997,7997,3,129,129,4
7998,7998,69,65,69,31
7999,7999,63,165,166,12
8000,8000,36,215,216,15
8001,8001,17,160,160,9
8002,8002,30,206,210,35
8003,8003,57,76,79,26
8004,8004,27,125,126,35
8005,8005,28,80,82,40
8006,8006,51,667,668,17
8007,8007,117,104,106,25
8008,8008,86,102,102,6
8009,8009,72,103,105,24
8010,8010,41,95,100,47
8011,8011,84,186,187,22
8012,8012,27,126,127,8
8013,8013,35,91,92,11
8014,8014,30,210,212,35
8015,8015,82,151,158,64
8016,8016,119,142,143,8
8017,8017,103,483,484,11
8018,8018,138,121,122,20
8019,8019,108,2293,2296,23
8020,8020,64,177,179,28
8021,8021,47,303,303,6
8022,8022,46,1627,1628,24
8023,8023,33,120,121,18
8024,8024,62,100,102,59
8025,8025,23,223,227,32
8026,8026,138,122,123,19
8027,8027,93,94,94,11
8028,8028,18,128,130,19
8029,8029,88,177,178,42
8030,8030,148,170,171,42
8031,8031,141,60,61,16
8032,8032,77,199,200,14
8033,8033,148,171,175,46
8034,8034,135,194,197,45
8035,8035,14,159,160,29
8036,8036,102,1124,1124,19
8037,8037,85,107,108,11
8038,8038,139,61,61,14
8039,8039,20,228,232,60
8040,8040,51,668,669,12
8041,8041,140,56,57,17
8042,8042,93,94,95,21
8043,8043,14,160,161,34
8044,8044,32,148,148,6
8045,8045,62,102,102,5
8046,8046,62,102,103,31
8047,8047,26,260,264,44
8048,8048,98,165,167,42
8049,8049,107,1228,1231,35
8050,8050,100,94,95,20
8051,8051,144,180,180,6
8052,8052,34,89,91,18
8053,8053,54,290,290,15
8054,8054,32,148,148,8
8055,8055,98,167,169,25
8056,8056,24,229,231,48
8057,8057,31,141,142,14
8058,8058,78,170,171,14
8059,8059,97,238,242,38
8060,8060,19,106,107,20
8061,8061,25,228,230,27
8062,8062,139,61,63,24
8063,8063,26,264,269,61
8064,8064,24,231,233,17
8065,8065,77,200,200,10
8066,8066,24,233,235,15
8067,8067,2,90,93,46
8068,8068,139,63,64,12
8069,8069,48,1222,1223,17
8070,8070,6,108,109,15
8071,8071,32,148,150,23
8072,8072,20,232,232,21
8073,8073,106,812,814,44
8074,8074,97,242,245,50
8075,8075,126,167,168,13
8076,8076,122,227,227,13
8077,8077,60,88,92,53
8078,8078,8,97,99,33
8079,8079,91,112,114,57
8080,8080,24,235,235,11
8081,8081,8,99,99,15
8082,8082,97,245,246,24
8083,8083,84,187,188,18
8084,8084,94,218,219,22
8085,8085,42,186,186,16
8086,8086,119,143,146,25
8087,8087,118,135,135,9
8088,8088,17,160,160,7
8089,8089,33,121,123,22
8090,8090,57,79,80,28
8091,8091,27,127,130,39
8092,8092,129,174,178,35
8093,8093,51,669,670,17
8094,8094,20,232,232,13
8095,8095,73,145,145,18
8096,8096,37,113,114,17
8097,8097,38,111,114,48
8098,8098,28,82,84,27
8099,8099,54,290,290,3
8100,8100,122,227,228,41
8101,8101,114,214,216,47
8102,8102,68,240,244,41
8103,8103,49,799,800,21
8104,8104,61,62,62,8
8105,8105,100,95,99,54
8106,8106,45,78,80,26
8107,8107,15,35,35,16
8108,8108,85,108,110,15
8109,8109,17,160,161,15
8110,8110,20,232,237,54
8111,8111,51,670,670,4
8112,8112,42,186,187,8
8113,8113,83,241,245,35
8114,8114,118,135,135,18
8115,8115,141,61,61,1
8116,8116,54,290,293,32
8117,8117,12,79,81,20
8118,8118,5,96,96,10
8119,8119,7,105,106,15
8120,8120,129,178,181,46
8121,8121,59,111,113,28
8122,8122,17,161,164,36
8123,8123,80,170,171,19
8124,8124,77,200,200,13
8125,8125,19,107,111,47
8126,8126,76,118,121,31
8127,8127,9,90,90,15
8128,8128,30,212,213,12
8129,8129,125,185,187,53
8130,8130,78,171,172,15
8131,8131,49,800,802,23
8132,8132,138,123,123,4
8133,8133,67,128,129,13
8134,8134,26,269,271,19
8135,8135,130,178,178,17
8136,8136,45,80,80,2
8137,8137,142,46,48,18
8138,8138,41,100,100,11
8139,8139,55,891,892,24
8140,8140,20,237,238,14
8141,8141,102,1124,1124,6
8142,8142,125,187,188,18
8143,8143,39,106,107,15
8144,8144,134,120,124,62
8145,8145,9,90,91,14
8146,8146,4,73,74,18
8147,8147,1,68,69,11
8148,8148,27,130,132,25
8149,8149,100,99,100,13
8150,8150,61,62,62,10
8151,8151,100,100,101,64
8152,8152,45,80,85,34
8153,8153,15,35,35,10
8154,8154,134,124,125,12
8155,8155,114,216,219,23
8156,8156,149,97,99,23
8157,8157,46,1628,1629,8
8158,8158,113,119,119,6
8159,8159,53,569,574,36
8160,8160,83,245,246,11
8161,8161,106,814,814,9
8162,8162,61,62,63,44
8163,8163,16,59,60,20
8164,8164,60,92,94,24
8165,8165,33,123,124,19
8166,8166,39,107,108,17
8167,8167,102,1124,1125,31
8168,8168,23,227,229,39
8169,8169,114,219,219,8
8170,8170,130,178,178,9
8171,8171,16,60,62,29
8172,8172,86,102,105,40
8173,8173,133,128,129,18
8174,8174,72,105,112,51
8175,8175,97,246,248,27
8176,8176,102,1125,1126,16
8177,8177,73,145,145,12
8178,8178,78,172,174,19
8179,8179,8,99,100,12
8180,8180,42,187,187,7
8181,8181,83,246,251,34
8182,8182,118,135,136,9
8183,8183,123,146,146,13
8184,8184,43,214,216,41
8185,8185,95,157,158,15
8186,8186,19,111,113,22
8187,8187,76,121,123,28
8188,8188,74,205,206,14
8189,8189,55,892,892,1
8190,8190,59,113,119,55
8191,8191,122,228,232,52
8192,8192,34,91,92,20
8193,8193,121,118,118,17
8194,8194,105,510,510,3
8195,8195,31,142,143,34
8196,8196,37,114,119,66
8197,8197,73,145,145,7
8198,8198,44,169,170,16
8199,8199,21,94,97,39
8200,8200,95,158,162,28
8201,8201,8,100,104,51
8202,8202,92,177,178,15
8203,8203,85,110,110,10
8204,8204,51,670,672,20
8205,8205,97,248,252,35
8206,8206,27,132,134,15
8207,8207,78,174,174,13
8208,8208,125,188,188,13
8209,8209,86,105,107,22
8210,8210,6,109,109,6
8211,8211,76,123,123,7
8212,8212,31,143,144,35
8213,8213,77,200,204,44
8214,8214,123,146,151,53
8215,8215,128,105,106,23
8216,8216,82,158,158,14
8217,8217,24,235,236,19
8218,8218,89,89,90,18
8219,8219,108,2296,2296,3
8220,8220,61,63,63,9
8221,8221,15,35,37,21
8222,8222,11,162,164,15
8223,8223,56,77,77,3
8224,8224,105,510,513,41
8225,8225,117,106,106,11
8226,8226,89,90,92,36
8227,8227,95,162,162,3
8228,8228,66,183,184,12
8229,8229,113,119,122,36
8230,8230,21,97,100,25
8231,8231,109,1151,1153,23
8232,8232,117,106,107,15
8233,8233,114,219,220,24
8234,8234,14,161,161,10
8235,8235,95,162,163,9
8236,8236,88,178,180,22
8237,8237,92,178,183,42
8238,8238,145,209,212,25
8239,8239,66,184,185,15
8240,8240,116,167,172,41
8241,8241,53,574,576,25
8242,8242,77,204,206,58
8243,8243,55,892,893,32
8244,8244,47,303,304,24
8245,8245,101,1769,1770,8
8246,8246,39,108,108,3
8247,8247,128,106,113,61
8248,8248,84,188,196,62
8249,8249,124,128,132,36
8250,8250,129,181,181,9
8251,8251,75,89,89,17
8252,8252,22,168,168,5
8253,8253,132,247,248,18
8254,8254,95,163,164,29
8255,8255,85,110,111,19
8256,8256,10,139,140,13
8257,8257,2,93,94,11
8258,8258,79,30,30,14
8259,8259,40,136,140,51
8260,8260,111,158,159,13
8261,8261,14,161,161,7
8262,8262,104,512,515,29
8263,8263,130,178,184,54
8264,8264,142,48,49,13
8265,8265,3,129,129,13
8266,8266,108,2296,2296,13
8267,8267,97,252,252,17
8268,8268,10,140,143,26
8269,8269,72,112,113,12
8270,8270,90,97,98,14
8271,8271,144,180,182,16
8272,8272,84,196,198,48
8273,8273,27,134,137,23
8274,8274,121,118,118,14
8275,8275,145,212,213,11
8276,8276,86,107,107,6
8277,8277,93,95,95,22
8278,8278,41,100,102,54
8279,8279,84,198,200,21
8280,8280,27,137,138,7
8281,8281,23,229,229,14
8282,8282,121,118,118,17
8283,8283,48,1223,1230,62
8284,8284,95,164,169,62
8285,8285,129,181,183,20
8286,8286,63,166,166,11
8287,8287,119,146,147,14
8288,8288,113,122,123,11
8289,8289,5,96,97,16
8290,8290,9,91,91,6
8291,8291,98,169,169,6
8292,8292,95,169,169,21
8293,8293,146,114,116,20
8294,8294,77,206,211,41
8295,8295,40,140,141,18
8296,8296,5,97,97,20
8297,8297,24,236,236,8
8298,8298,96,141,145,34
8299,8299,75,89,95,55
8300,8300,131,109,113,45
8301,8301,150,195,195,9
8302,8302,71,89,89,8
8303,8303,89,92,93,14
8304,8304,102,1126,1130,34
8305,8305,119,147,148,22
8306,8306,54,293,295,38
8307,8307,33,124,124,5
8308,8308,78,174,174,8
8309,8309,24,236,236,16
8310,8310,89,93,95,20
8311,8311,77,211,211,5
8312,8312,19,113,115,42
8313,8313,76,123,124,29
8314,8314,9,91,92,8
8315,8315,140,57,58,9
8316,8316,37,119,119,7
8317,8317,97,252,254,16
8318,8318,41,102,107,47
8319,8319,121,118,118,12
8320,8320,58,130,131,10
8321,8321,97,254,256,40
8322,8322,92,183,187,47
8323,8323,150,195,195,8
8324,8324,2,94,95,9
8325,8325,79,30,30,13
8326,8326,40,141,147,51
8327,8327,111,159,160,14
8328,8328,140,58,58,13
8329,8329,37,119,120,17
8330,8330,97,256,256,8
8331,8331,41,107,114,51
8332,8332,121,118,118,21
8333,8333,136,235,235,5
8334,8334,21,100,102,18
8335,8335,121,118,121,27
8336,8336,134,125,126,11
8337,8337,124,132,133,14
8338,8338,14,161,164,31
8339,8339,143,175,182,66
8340,8340,26,271,273,20
8341,8341,78,174,176,15
8342,8342,52,804,804,15
8343,8343,86,107,110,28
8344,8344,6,109,111,19
8345,8345,58,131,131,13
8346,8346,23,229,230,15
8347,8347,2,95,97,64
8348,8348,136,235,236,12
8349,8349,89,95,95,1
8350,8350,27,138,143,41
8351,8351,42,187,188,14
8352,8352,49,802,803,13
8353,8353,114,220,221,13
8354,8354,23,230,232,17
8355,8355,92,187,188,14
8356,8356,83,251,251,3
8357,8357,122,232,234,16
8358,8358,120,119,122,27
8359,8359,112,111,111,7
8360,8360,24,236,236,7
8361,8361,56,77,83,44
8362,8362,49,803,804,38
8363,8363,65,142,144,20
8364,8364,34,92,93,10
8365,8365,148,175,176,57
8366,8366,92,188,190,18
8367,8367,13,220,221,10
8368,8368,110,165,166,16
8369,8369,101,1770,1774,37
8370,8370,68,244,251,54
8371,8371,79,30,30,6
8372,8372,111,160,160,10
8373,8373,64,179,184,53
8374,8374,28,84,90,51
8375,8375,149,99,100,23
8376,8376,78,176,177,25
8377,8377,112,111,113,27
8378,8378,92,190,190,17
8379,8379,97,256,257,14
8380,8380,43,216,221,45
8381,8381,29,109,110,26
8382,8382,130,184,186,35
8383,8383,146,116,119,30
8384,8384,33,124,124,12
8385,8385,110,166,167,12
8386,8386,101,1774,1778,35
8387,8387,68,251,254,58
8388,8388,79,30,31,7
8389,8389,83,251,252,15
8390,8390,97,257,257,11
8391,8391,30,213,216,35
8392,8392,36,216,219,43
8393,8393,112,113,120,58
8394,8394,96,145,146,15
8395,8395,39,108,109,12
8396,8396,54,295,296,8
8397,8397,131,113,115,19
8398,8398,146,119,119,6
8399,8399,136,236,239,29
8400,8400,4,74,74,8
8401,8401,78,177,178,16
8402,8402,125,188,191,25
8403,8403,86,110,110,23
8404,8404,57,80,81,19
8405,8405,46,1629,1630,13
8406,8406,12,81,82,42
8407,8407,35,92,93,10
8408,8408,81,156,157,11
8409,8409,130,186,188,62
8410,8410,37,120,123,28
8411,8411,44,170,171,8
8412,8412,67,129,129,10
8413,8413,98,169,170,12
8414,8414,62,103,103,4
8415,8415,127,51,53,29
8416,8416,130,188,188,8
8417,8417,145,213,214,13
8418,8418,121,121,123,21
8419,8419,148,176,177,30
8420,8420,60,94,94,17
8421,8421,53,576,582,42
8422,8422,124,133,134,19
8423,8423,138,123,123,9
8424,8424,96,146,146,9
8425,8425,75,95,97,19
8426,8426,101,1778,1780,28
8427,8427,125,191,193,25
8428,8428,28,90,91,10
8429,8429,26,273,274,9
8430,8430,149,100,100,19
8431,8431,117,107,107,13
8432,8432,63,166,167,22
8433,8433,52,804,804,16
8434,8434,90,98,98,15
8435,8435,102,1130,1132,23
8436,8436,73,145,145,14
8437,8437,49,804,805,17
8438,8438,23,232,233,12
8439,8439,50,219,222,64
8440,8440,99,154,159,50
8441,8441,124,134,136,21
8442,8442,31,144,144,9
8443,8443,142,49,51,41
8444,8444,40,147,151,50
8445,8445,78,178,180,29
8446,8446,113,123,123,16
8447,8447,46,1630,1631,17
8448,8448,33,124,126,16
8449,8449,62,103,107,53
8450,8450,23,233,237,33
8451,8451,103,484,484,8
8452,8452,35,93,93,2
8453,8453,28,91,91,11
8454,8454,88,180,181,53
8455,8455,56,83,86,21
8456,8456,114,221,221,14
8457,8457,23,237,238,26
8458,8458,86,110,111,32
8459,8459,70,147,147,11
8460,8460,43,221,223,16
8461,8461,74,206,209,47
8462,8462,72,113,114,17
8463,8463,139,64,66,20
8464,8464,52,804,805,23
8465,8465,120,122,123,9
8466,8466,22,168,171,61
8467,8467,10,143,147,30
8468,8468,4,74,76,22
8469,8469,87,76,78,17
8470,8470,62,107,111,50
8471,8471,19,115,115,14
8472,8472,128,113,113,27
8473,8473,124,136,136,3
8474,8474,82,158,164,50
8475,8475,59,119,119,22
8476,8476,23,238,240,17
8477,8477,130,188,188,8
8478,8478,133,129,130,35
8479,8479,98,170,171,21
8480,8480,3,129,130,10
8481,8481,140,58,58,18
8482,8482,76,124,127,47
8483,8483,134,126,133,57
8484,8484,61,63,65,21
8485,8485,72,114,116,23
8486,8486,109,1153,1153,12
8487,8487,56,86,86,13
8488,8488,63,167,169,25
8489,8489,68,254,256,33
8490,8490,1,69,70,15
8491,8491,18,130,131,13
8492,8492,24,236,239,24
8493,8493,120,123,124,30
8494,8494,64,184,185,12
8495,8495,120,124,124,4
8496,8496,92,190,194,48
8497,8497,84,200,201,19
8498,8498,36,219,220,10
8499,8499,89,95,96,20
8500,8500,99,159,161,17
8501,8501,109,1153,1154,11
8502,8502,23,240,240,14
8503,8503,75,97,98,19
8504,8504,93,95,95,4
8505,8505,120,124,130,59
8506,8506,130,188,188,14
8507,8507,89,96,97,21
8508,8508,146,119,119,8
8509,8509,26,274,275,10
8510,8510,105,513,513,7
8511,8511,86,111,111,11
8512,8512,126,168,170,22
8513,8513,7,106,108,54
8514,8514,115,88,93,43
8515,8515,143,182,183,16
8516,8516,104,515,517,18
8517,8517,18,131,132,14
8518,8518,82,164,166,20
8519,8519,128,113,117,27
8520,8520,51,672,675,50
8521,8521,143,183,185,22
8522,8522,110,167,167,9
8523,8523,81,157,158,33
8524,8524,43,223,223,8
8525,8525,3,130,131,18
8526,8526,97,257,257,3
8527,8527,24,239,240,31
8528,8528,17,164,165,24
8529,8529,107,1231,1233,17
8530,8530,54,296,301,36
8531,8531,92,194,197,29
8532,8532,139,66,67,16
8533,8533,74,209,211,16
8534,8534,118,136,139,60
8535,8535,42,188,193,37
8536,8536,81,158,160,22
8537,8537,138,123,123,10
8538,8538,6,111,111,6
8539,8539,100,101,101,23
8540,8540,95,169,169,15
8541,8541,57,81,81,21
8542,8542,34,93,93,15
8543,8543,26,275,275,9
8544,8544,149,100,101,14
8545,8545,106,814,814,12
8546,8546,59,119,120,12
8547,8547,114,221,221,15
8548,8548,136,239,240,24
8549,8549,7,108,108,2
8550,8550,26,275,277,62
8551,8551,14,164,165,14
8552,8552,108,2296,2298,15
8553,8553,118,139,140,19
8554,8554,119,148,151,59
8555,8555,30,216,219,37
8556,8556,36,220,220,8
8557,8557,50,222,223,11
8558,8558,76,127,129,36
8559,8559,131,115,118,50
8560,8560,43,223,224,39
8561,8561,90,98,99,20
8562,8562,75,98,99,20
8563,8563,93,95,96,8
8564,8564,120,130,133,64
8565,8565,130,188,188,9
8566,8566,105,513,513,1
8567,8567,31,144,147,27
8568,8568,37,123,127,61
8569,8569,73,145,145,2
8570,8570,43,224,224,17
8571,8571,74,211,217,56
8572,8572,72,116,118,18
8573,8573,139,67,68,28
8574,8574,95,169,169,18
8575,8575,39,109,109,11
8576,8576,64,185,189,28
8577,8577,132,248,254,57
8578,8578,115,93,96,23
8579,8579,36,220,221,15
8580,8580,107,1233,1235,14
8581,8581,26,277,279,19
8582,8582,40,151,154,42
8583,8583,47,304,305,13
8584,8584,95,169,170,11
8585,8585,76,129,132,28
8586,8586,118,140,142,40
8587,8587,145,214,216,18
8588,8588,33,126,126,5
8589,8589,147,174,177,50
8590,8590,103,484,485,16
8591,8591,3,131,133,30
8592,8592,35,93,93,7
8593,8593,105,513,515,14
8594,8594,30,219,220,16
8595,8595,126,170,172,22
8596,8596,7,108,111,56
8597,8597,115,96,101,38
8598,8598,31,147,149,15
8599,8599,104,517,519,26
8600,8600,145,216,216,7
8601,8601,118,142,148,55
8602,8602,59,120,122,33
8603,8603,117,107,107,9
8604,8604,28,91,92,11
8605,8605,136,240,242,51
8606,8606,34,93,95,28
8607,8607,73,145,145,8
8608,8608,61,65,68,30
8609,8609,141,61,63,24
8610,8610,9,92,93,13
8611,8611,65,144,145,14
8612,8612,74,217,217,20
8613,8613,140,58,58,20
8614,8614,8,104,106,17
8615,8615,131,118,119,19
8616,8616,78,180,184,48
8617,8617,60,94,95,30
8618,8618,121,123,126,52
8619,8619,144,182,183,10
8620,8620,89,97,99,18
8621,8621,48,1230,1236,53
8622,8622,33,126,128,22
8623,8623,114,221,221,2
8624,8624,23,240,242,29
8625,8625,86,111,112,31
8626,8626,70,147,147,14
8627,8627,58,131,132,17
8628,8628,93,96,99,26
8629,8629,33,128,132,51
8630,8630,41,114,114,13
8631,8631,124,136,137,13
8632,8632,82,166,173,55
8633,8633,59,122,123,19
8634,8634,23,242,244,15
8635,8635,95,170,170,14
8636,8636,72,118,121,22
8637,8637,46,1631,1633,30
8638,8638,13,221,225,50
8639,8639,136,242,243,24
8640,8640,116,172,173,22
8641,8641,125,193,193,9
8642,8642,64,189,193,39
8643,8643,119,151,151,4
8644,8644,132,254,254,5
8645,8645,19,115,117,16
8646,8646,108,2298,2299,63
8647,8647,31,149,149,11
8648,8648,43,224,228,34
8649,8649,16,62,64,16
8650,8650,109,1154,1155,16
8651,8651,117,107,108,11
8652,8652,119,151,151,2
8653,8653,50,223,224,12
8654,8654,74,217,221,46
8655,8655,53,582,585,24
8656,8656,17,165,168,39
8657,8657,77,211,212,18
8658,8658,76,132,132,6
8659,8659,145,216,216,16
8660,8660,99,161,161,7
8661,8661,121,126,130,39
8662,8662,97,257,257,8
8663,8663,40,154,154,3
8664,8664,58,132,135,47
8665,8665,72,121,122,16
8666,8666,111,160,162,18
8667,8667,125,193,200,51
8668,8668,73,145,145,8
8669,8669,100,101,101,6
8670,8670,116,173,173,18
8671,8671,48,1236,1237,16
8672,8672,38,114,116,27
8673,8673,47,305,305,5
8674,8674,47,305,305,9
8675,8675,71,89,90,24
8676,8676,14,165,167,33
8677,8677,129,183,184,21
8678,8678,78,184,186,31
8679,8679,64,193,194,11
8680,8680,83,252,253,16
8681,8681,4,76,76,8
8682,8682,38,116,118,31
8683,8683,51,675,680,42
8684,8684,80,171,174,46
8685,8685,145,216,217,18
8686,8686,48,1237,1238,21
8687,8687,40,154,154,15
8688,8688,44,171,176,43
8689,8689,17,168,169,19
8690,8690,31,149,151,25
8691,8691,4,76,77,15
8692,8692,72,122,122,9
8693,8693,70,147,149,40
8694,8694,124,137,139,20
8695,8695,3,133,135,19
8696,8696,39,109,109,11
8697,8697,54,301,301,6
8698,8698,131,119,120,19
8699,8699,147,177,178,12
8700,8700,97,257,263,54
8701,8701,13,225,226,43
8702,8702,81,160,163,36
8703,8703,147,178,179,34
8704,8704,130,188,188,11
8705,8705,122,234,234,5
8706,8706,60,95,99,54
8707,8707,8,106,107,38
8708,8708,91,114,118,55
8709,8709,29,110,111,14
8710,8710,135,197,197,13
8711,8711,104,519,523,50
8712,8712,50,224,225,19
8713,8713,129,184,188,30
8714,8714,98,171,171,14
8715,8715,111,162,162,15
8716,8716,2,97,97,28
8717,8717,94,219,220,18
8718,8718,113,123,124,16
8719,8719,29,111,111,15
8720,8720,67,129,129,6
8721,8721,105,515,516,12
8722,8722,85,111,112,10
8723,8723,111,162,163,11
8724,8724,71,90,90,23
8725,8725,92,197,198,19
8726,8726,57,81,82,11
8727,8727,132,254,254,6
8728,8728,138,123,124,16
8729,8729,143,185,186,18
8730,8730,99,161,162,24
8731,8731,71,90,91,20
8732,8732,43,228,229,12
8733,8733,95,170,172,24
8734,8734,96,146,151,40
8735,8735,112,120,124,31
8736,8736,78,186,188,19
8737,8737,100,101,102,12
8738,8738,114,221,226,42
8739,8739,104,523,524,50
8740,8740,22,171,172,8
8741,8741,105,516,516,17
8742,8742,149,101,104,47
8743,8743,9,93,95,34
8744,8744,98,171,173,44
8745,8745,23,244,246,24
8746,8746,9,95,96,13
8747,8747,121,130,132,32
8748,8748,94,220,221,28
8749,8749,67,129,131,28
8750,8750,22,172,175,27
8751,8751,28,92,92,9
8752,8752,42,193,193,5
8753,8753,110,167,171,55
8754,8754,81,163,163,19
8755,8755,72,122,122,10
8756,8756,128,117,118,16
8757,8757,39,109,112,28
8758,8758,105,516,518,17
8759,8759,30,220,224,44
8760,8760,11,164,166,53
8761,8761,136,243,244,16
8762,8762,146,119,119,5
8763,8763,136,244,245,39
8764,8764,4,77,78,13
8765,8765,113,124,125,22
8766,8766,6,111,115,43
8767,8767,106,814,815,42
8768,8768,67,131,135,38
8769,8769,61,68,68,15
8770,8770,106,815,816,17
8771,8771,90,99,100,21
8772,8772,97,263,265,33
8773,8773,59,123,127,29
8774,8774,13,226,229,24
8775,8775,23,246,247,20
8776,8776,121,132,133,17
8777,8777,48,1238,1240,59
8778,8778,95,172,176,62
8779,8779,129,188,189,21
8780,8780,146,119,121,16
8781,8781,119,151,152,14
8782,8782,94,221,222,10
8783,8783,74,221,222,15
8784,8784,149,104,105,24
8785,8785,122,234,235,33
8786,8786,139,68,70,39
8787,8787,65,145,148,49
